,pid,lab,ml,ap,dv,phi,theta,depth
656,69f42a9c-095d-4a25-bca8-61a9869871d3,churchlandlab,4382.000,7998.000,4585.000,166.526,14.858,4252.492
657,ea931b15-6214-4b80-8d88-7acbbe071bc0,cortexlab,7123.000,8666.000,4283.000,-36.076,9.601,3912.990
658,c536b0a9-b710-43c3-ba2c-5a0cccf98ec2,churchlandlab,2183.000,7871.000,6965.000,26.066,11.361,6593.935
659,882a7322-d4f4-4170-bbc1-029f9c3be4f9,wittenlab,2519.000,6903.000,7296.000,78.348,8.133,6334.367
660,e31b4e39-e350-47a9-aca4-72496d99ff2a,mainenlab,4494.000,7659.000,5330.000,171.158,15.881,4969.197
661,41dc1107-fbcb-4174-a262-19928c355018,danlab,4107.000,6352.000,6096.000,47.898,4.823,5641.165
662,eab03c6e-bf98-48d2-8a0c-1887f34dd554,mainenlab,6077.000,6261.000,4659.000,169.642,19.120,4427.993
663,986fabf3-e366-4ce0-afa9-1b37c17eb730,wittenlab,5739.000,5400.000,332.000,0.000,0.000,0.000
664,11a5a93e-58a9-4ed0-995e-52279ec16b98,wittenlab,3942.000,7641.000,4507.000,137.578,10.877,4055.267
665,ef7e9f3e-a53a-4e00-8f6a-537667af2bea,angelakilab,1956.000,9904.000,5003.000,168.883,14.950,2591.210
666,8aba5f8c-4438-4588-9bb0-b20d2fd3eca5,wittenlab,5478.000,3525.000,4630.000,122.906,25.529,3108.499
667,1d1f11e4-fa84-43b4-9b89-f2ac777b8d96,wittenlab,4844.000,8110.000,6313.000,44.483,15.510,6188.330
668,eb99c2c8-e614-4240-931b-169bed23e9f5,danlab,3418.000,7623.000,4433.000,168.191,7.151,3838.012
669,583ffb83-85df-4ac7-ae79-ddb7f751fb45,zadorlab,3790.000,7846.000,4063.000,143.942,6.236,3659.182
670,dc1df924-2fc5-4f0e-b7f3-aeb41854ace5,cortexlab,7508.000,7487.000,5736.000,-22.087,10.309,5245.862
671,bdb3e4f0-35fa-4a05-82f4-75a885f2f83b,cortexlab,5803.000,8938.000,4053.000,-175.337,11.408,3752.537
672,2c7b7191-cb21-4f4e-ac8f-3345803337f7,cortexlab,6628.000,8545.000,4745.000,-33.199,6.640,4500.341
673,15065eaf-466f-4c5d-b4aa-a7fe4f94be62,cortexlab,5336.000,8364.000,4214.000,-177.300,10.463,4106.938
674,ae6da90c-0e3e-4cfb-bed1-1d57ce4d2480,cortexlab,6896.000,8113.000,4697.000,-27.619,8.001,4415.100
675,2adc4f5d-bc7b-42a4-be76-f5df33d713d4,cortexlab,2483.000,5669.000,6643.000,24.910,4.768,5537.253
676,1baf8347-6f43-4504-919a-883366e0e03a,cortexlab,5392.000,5477.000,6874.000,-20.177,10.302,6453.281
677,45e7731f-4a43-45d5-9029-c080150bc596,cortexlab,5769.000,4267.000,5371.000,37.584,16.008,4261.707
678,44fc10b1-ec82-4f88-afbf-10a6f8a1b5d8,cortexlab,4057.000,7964.000,4124.000,147.241,12.537,3738.470
679,c0c3bcca-6a79-47ef-becb-b1a157a3f2cb,cortexlab,6495.000,9234.000,5282.000,-25.485,1.413,4858.331
680,b721156e-7a7c-48ad-aadb-7fd2cd2ac40b,cortexlab,5018.000,10915.000,6692.000,10.962,19.081,5864.163
681,530f1670-9412-44ac-afdb-935d46bcaad3,cortexlab,6451.000,9072.000,4121.000,5.331,11.576,3875.245
682,aac3b928-e99a-4039-ace1-af45d0130d82,cortexlab,1745.000,7125.000,6502.000,-0.000,10.588,5876.905
683,df350b09-a420-42bb-9952-17862cbb9f1c,cortexlab,5047.000,3482.000,5972.000,135.729,10.290,4468.388
684,15a2a63f-739d-4eb0-ab8f-fc95b6299b68,cortexlab,5181.000,9530.000,6212.000,162.509,7.540,5837.461
685,46448da7-ad7b-4ca8-b3ab-2d1d47439cbf,cortexlab,6971.000,9031.000,5187.000,-64.948,2.225,4816.073
686,03fc9668-046c-445f-953a-ee9258520ea0,cortexlab,7782.000,12509.000,5810.000,135.903,13.021,4680.148
687,1f3d3fcb-f188-47a2-87e5-ac1db6cf393a,cortexlab,4479.000,8244.000,4081.000,161.928,15.725,3798.112
688,aab5be05-5c1c-4c08-9739-1274bc3bcf4f,cortexlab,3931.000,7915.000,6264.000,10.479,10.256,6188.254
689,f44d2056-644c-4769-a189-7efe67b0269d,cortexlab,4088.000,8100.000,5694.000,10.618,11.341,5629.135
690,b529f2d8-cdae-4d59-aba2-cbd1b5572e36,cortexlab,5168.000,12690.000,7296.000,3.879,13.299,5801.617
691,3017e4dc-2150-43ad-9b08-b95b48ba8dfa,cortexlab,3134.000,7404.000,7272.000,27.208,5.542,6879.137
692,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,cortexlab,2375.000,9391.000,5617.000,162.211,11.507,3946.171
693,9657af01-50bd-4120-8303-416ad9e24a51,zadorlab,4529.000,8418.000,3625.000,131.530,27.316,3545.382
694,1eede5ef-3b4a-4897-8021-2d25a83ab209,zadorlab,8222.000,12632.000,4584.000,157.381,8.710,2689.558
695,9bca04fe-40bf-467a-8f85-b0521a0ba513,cortexlab,7455.000,11475.000,5448.000,180.000,11.928,4622.644
696,1a166c4f-4c53-422e-8473-b3cff85e6750,danlab,5221.000,8067.000,4000.000,171.050,11.169,3899.006
697,8ab470cc-de5a-4d65-92bd-9a25fbe6d07d,mainenlab,4678.000,8559.000,5140.000,152.754,17.762,4898.174
698,6728ddac-63ba-4e63-9884-395c7c16c7a3,mainenlab,5528.000,10568.000,5162.000,-169.797,16.468,4131.521
699,39883ded-f5a2-4f4f-a98e-fb138eb8433e,mainenlab,6125.000,11514.000,6865.000,-6.133,15.101,5790.199
700,f89a58d3-2492-4b54-ac46-2e96932483d5,mrsicflogellab,1193.000,9091.000,5390.000,65.330,14.866,4050.974
701,0e8d3cb3-2e4c-47a0-8bb4-65d2cc3161c6,danlab,5767.000,6212.000,4135.000,164.577,23.495,3882.314
702,1e104bf4-7a24-4624-a5b2-c2c8289c0de7,hoferlab,2553.000,8192.000,6557.000,77.596,6.681,5871.375
703,db2100c3-64ac-463e-97a1-20ce8266cd5f,wittenlab,5737.000,7669.000,5983.000,25.930,9.460,5836.899
704,a4ed0599-4a72-4afb-8fe9-d0d046aec6aa,angelakilab,2120.000,11045.000,4521.000,16.118,3.775,2451.634
705,b3065f45-7227-4099-9f8c-7e81e677d8cf,zadorlab,3283.000,11523.000,5141.000,5.041,7.865,3978.718
706,76de0e1a-30aa-4713-9fe5-25ad2dff653f,mrsicflogellab,4104.000,8281.000,5430.000,71.156,9.877,5283.592
707,ae03524f-e493-4077-99b1-588244de9a98,mainenlab,4572.000,7838.000,6274.000,17.631,13.775,6073.510
708,0b877123-0902-4432-b789-c4c6cc681df4,mainenlab,5915.000,7619.000,3998.000,163.854,15.444,3966.168
709,57acb640-4f64-4a89-bedf-69351a3aea75,danlab,4724.000,3517.000,6458.000,30.680,18.961,4925.322
710,ce0dc660-f19e-46a3-94f9-646bebae6805,angelakilab,1386.000,9787.000,5197.000,58.318,7.790,3353.374
711,034a3302-2e81-4b30-aa7d-052531e6e519,mainenlab,4660.000,9481.000,6924.000,-28.733,14.267,5854.383
712,94283796-548a-4e4e-909a-bd4bd1690d27,wittenlab,6120.000,3842.000,6383.000,47.183,13.295,4991.531
713,c2363000-27a6-461e-940b-15f681496ed8,danlab,3948.000,7087.000,4587.000,157.336,11.562,4043.759
714,ee320f72-b613-4acd-b10d-3ceef332a949,mrsicflogellab,2768.000,9145.000,5936.000,-8.499,10.564,5555.612
715,ba291bec-4492-4d7f-a6aa-483ebb64b3c3,danlab,5682.000,8530.000,4453.000,178.341,13.646,4376.566
